Year,Scenario_ID,Model,Scenario,Region,Variable,Unit,Value,Variable_clean,Variable_standardized
2070,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.390499999999999,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.2590499999999995,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.1276,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0772499999999995,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.026899999999999,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0134499999999995,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.1531,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.1879,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.39,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.5846,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.2639,secondary energy|electricity|gas,Electricity|Gas
2035,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.0019,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0381,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.004,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0014,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.001,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0005,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.00030000000000000003,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,5e-05,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,5e-05,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,18.1726,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,22.1095,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,27.0203,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,31.9871,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,28.956,secondary energy|electricity|gas,Electricity|Gas
2035,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,16.1516,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,9.8537,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,6.8834,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,4.2713,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,3.4211,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,3.3429,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,3.10225,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,2.8616,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,2.4024,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,1.9432,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,1.44475,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.9463,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.61415,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND 2.1 - R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,World,Secondary Energy|Electricity|Gas,EJ/yr,0.282,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,24.0099,secondary energy|electricity,Electricity
2015,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,32.7126,secondary energy|electricity,Electricity
2020,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,41.2458,secondary energy|electricity,Electricity
2025,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,50.9083,secondary energy|electricity,Electricity
2030,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,71.4734,secondary energy|electricity,Electricity
2035,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,91.184,secondary energy|electricity,Electricity
2040,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,110.7202,secondary energy|electricity,Electricity
2045,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,135.417,secondary energy|electricity,Electricity
2050,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,161.8767,secondary energy|electricity,Electricity
2055,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,186.86,secondary energy|electricity,Electricity
2060,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,208.5993,secondary energy|electricity,Electricity
2065,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,226.18385,secondary energy|electricity,Electricity
2070,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,243.7684,secondary energy|electricity,Electricity
2075,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,252.80285000000003,secondary energy|electricity,Electricity
2080,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,261.8373,secondary energy|electricity,Electricity
2085,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,264.00184999999954,secondary energy|electricity,Electricity
2090,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,266.166399999999,secondary energy|electricity,Electricity
2095,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,268.39524999999946,secondary energy|electricity,Electricity
2100,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Asia,Secondary Energy|Electricity,EJ/yr,270.6241,secondary energy|electricity,Electricity
2010,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,5.0927,secondary energy|electricity,Electricity
2015,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,5.7637,secondary energy|electricity,Electricity
2020,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,6.5906,secondary energy|electricity,Electricity
2025,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,7.6744,secondary energy|electricity,Electricity
2030,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,10.0323,secondary energy|electricity,Electricity
2035,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,14.1428,secondary energy|electricity,Electricity
2040,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,19.0417,secondary energy|electricity,Electricity
2045,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,23.9205,secondary energy|electricity,Electricity
2050,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,28.4657,secondary energy|electricity,Electricity
2055,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,32.6071,secondary energy|electricity,Electricity
2060,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,36.0701,secondary energy|electricity,Electricity
2065,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,39.1378,secondary energy|electricity,Electricity
2070,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,42.2055,secondary energy|electricity,Electricity
2075,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,43.78495,secondary energy|electricity,Electricity
2080,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,45.3644,secondary energy|electricity,Electricity
2085,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,45.24695,secondary energy|electricity,Electricity
2090,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,45.1295,secondary energy|electricity,Electricity
2095,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,44.8707,secondary energy|electricity,Electricity
2100,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Latin America,Secondary Energy|Electricity,EJ/yr,44.6119,secondary energy|electricity,Electricity
2010,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,5.7478,secondary energy|electricity,Electricity
2015,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,6.8908,secondary energy|electricity,Electricity
2020,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,8.2448,secondary energy|electricity,Electricity
2025,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,9.6372,secondary energy|electricity,Electricity
2030,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,13.3545,secondary energy|electricity,Electricity
2035,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,17.6692,secondary energy|electricity,Electricity
2040,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,25.0882,secondary energy|electricity,Electricity
2045,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,36.9182,secondary energy|electricity,Electricity
2050,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,52.216,secondary energy|electricity,Electricity
2055,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,69.5516,secondary energy|electricity,Electricity
2060,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,87.8704999999999,secondary energy|electricity,Electricity
2065,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,108.13879999999995,secondary energy|electricity,Electricity
2070,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,128.4071,secondary energy|electricity,Electricity
2075,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,147.30219999999952,secondary energy|electricity,Electricity
2080,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,166.197299999999,secondary energy|electricity,Electricity
2085,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,179.4362499999995,secondary energy|electricity,Electricity
2090,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,192.6752,secondary energy|electricity,Electricity
2095,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,203.3903,secondary energy|electricity,Electricity
2100,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,214.1054,secondary energy|electricity,Electricity
2010,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,38.1892,secondary energy|electricity,Electricity
2015,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,36.9369,secondary energy|electricity,Electricity
2020,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,38.1319,secondary energy|electricity,Electricity
2025,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,37.3749,secondary energy|electricity,Electricity
2030,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,43.8001,secondary energy|electricity,Electricity
2035,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,55.1558,secondary energy|electricity,Electricity
2040,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,68.6402,secondary energy|electricity,Electricity
2045,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,79.4905,secondary energy|electricity,Electricity
2050,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,88.3522,secondary energy|electricity,Electricity
2055,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,96.706,secondary energy|electricity,Electricity
2060,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,104.7784,secondary energy|electricity,Electricity
2065,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,114.13285,secondary energy|electricity,Electricity
2070,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,123.4873,secondary energy|electricity,Electricity
2075,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,132.59865000000002,secondary energy|electricity,Electricity
2080,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,141.71,secondary energy|electricity,Electricity
2085,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,150.8664,secondary energy|electricity,Electricity
2090,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,160.0228,secondary energy|electricity,Electricity
2095,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,171.00135,secondary energy|electricity,Electricity
2100,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,181.9799,secondary energy|electricity,Electricity
2010,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.1209,secondary energy|electricity,Electricity
2015,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.3649,secondary energy|electricity,Electricity
2020,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.80049999999999,secondary energy|electricity,Electricity
2025,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.4756,secondary energy|electricity,Electricity
2030,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,6.0634,secondary energy|electricity,Electricity
2035,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,7.192,secondary energy|electricity,Electricity
2040,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,9.5774,secondary energy|electricity,Electricity
2045,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,12.7116,secondary energy|electricity,Electricity
2050,REMIND 2.1 - R2p1_SSP5-PkBudg900,REMIND 2.1,R2p1_SSP5-PkBudg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,15.273,secondary energy|electricity,Electricity
